epoch,f1-score,iou_score,learning_rate,loss,softmax_loss,val_f1-score,val_iou_score,val_loss,val_softmax_loss
21,0.35212841629981995,0.23028695583343506,9.999999747378752e-05,1.9642198085784912,0.0,0.2816426157951355,0.16764181852340698,2.414015293121338,0.0
22,0.35054153203964233,0.2248542755842209,9.999999747378752e-05,2.0131330490112305,0.0,0.32763493061065674,0.19779133796691895,2.3927130699157715,0.0
23,0.37552276253700256,0.24748027324676514,9.999999747378752e-05,1.867120385169983,0.0,0.36021023988723755,0.22296981513500214,2.2054731845855713,0.0
24,0.38159453868865967,0.2544686794281006,9.999999747378752e-05,1.815800666809082,0.0,0.29099512100219727,0.1725325882434845,2.3477025032043457,0.0
25,0.3773680627346039,0.2502378225326538,9.999999747378752e-05,1.8131027221679688,0.0,0.3392025828361511,0.21108455955982208,2.136270761489868,0.0
26,0.3958500325679779,0.2642453908920288,9.999999747378752e-05,1.7470251321792603,0.0,0.4169166088104248,0.2776660919189453,1.8420125246047974,0.0
27,0.4031880497932434,0.27060288190841675,9.999999747378752e-05,1.6823896169662476,0.0,0.37219253182411194,0.23313641548156738,2.0645949840545654,0.0
28,0.40846967697143555,0.2791758179664612,9.999999747378752e-05,1.634434700012207,0.0,0.36447247862815857,0.23073261976242065,2.0162558555603027,0.0
29,0.4051082730293274,0.27504661679267883,9.999999747378752e-05,1.6426734924316406,0.0,0.3541223704814911,0.22228850424289703,2.0887694358825684,0.0
30,0.3859463036060333,0.2569335699081421,9.999999747378752e-05,1.754595160484314,0.0,0.3519640266895294,0.22041460871696472,2.0155558586120605,0.0
31,0.3910987377166748,0.2627916932106018,9.999999747378752e-05,1.696632742881775,0.0,0.3903961181640625,0.2539624273777008,1.8262759447097778,0.0
32,0.39841216802597046,0.2682728171348572,9.999999747378752e-05,1.6398899555206299,0.0,0.31844931840896606,0.19415783882141113,2.234435558319092,0.0
33,0.40186023712158203,0.26911479234695435,9.999999747378752e-05,1.643572449684143,0.0,0.3344345688819885,0.20862652361392975,2.1056771278381348,0.0
34,0.4028073251247406,0.2713690400123596,9.999999747378752e-05,1.6368850469589233,0.0,0.3444594740867615,0.21546423435211182,2.067575216293335,0.0
35,0.39625483751296997,0.2670268714427948,9.999999747378752e-05,1.6436655521392822,0.0,0.38186895847320557,0.25028425455093384,1.8043725490570068,0.0
36,0.42713242769241333,0.29160982370376587,9.999999747378752e-05,1.4883105754852295,0.0,0.3371118903160095,0.2120385468006134,1.9955570697784424,0.0
37,0.422586590051651,0.2908673882484436,9.999999747378752e-05,1.4906724691390991,0.0,0.37815237045288086,0.23937375843524933,1.8851182460784912,0.0
38,0.4005945324897766,0.2720422148704529,9.999999747378752e-05,1.610450029373169,0.0,0.33358174562454224,0.20534303784370422,2.121344566345215,0.0
39,0.4147821068763733,0.28375163674354553,9.999999747378752e-05,1.5396281480789185,0.0,0.3836823105812073,0.24439646303653717,1.9474104642868042,0.0
40,0.4203365743160248,0.28613266348838806,9.999999747378752e-05,1.4966017007827759,0.0,0.3633689284324646,0.22899645566940308,1.9061959981918335,0.0
41,0.4453224241733551,0.3083088994026184,9.999999747378752e-06,1.3917057514190674,0.0,0.358168363571167,0.22402149438858032,1.9289590120315552,0.0
42,0.45325803756713867,0.31725531816482544,9.999999747378752e-06,1.3507089614868164,0.0,0.36839979887008667,0.23267197608947754,1.8770711421966553,0.0
43,0.442227840423584,0.3082076609134674,9.999999747378752e-06,1.3831562995910645,0.0,0.38057219982147217,0.24320222437381744,1.8178129196166992,0.0
44,0.4456556439399719,0.3115895390510559,9.999999747378752e-06,1.402730941772461,0.0,0.3927752375602722,0.25408437848091125,1.7551755905151367,0.0
45,0.4599936902523041,0.32245710492134094,9.999999747378752e-06,1.328427791595459,0.0,0.40699657797813416,0.26680484414100647,1.6952093839645386,0.0
46,0.45902910828590393,0.322216659784317,9.999999747378752e-06,1.3074281215667725,0.0,0.4128190279006958,0.272238552570343,1.6592354774475098,0.0
47,0.437203973531723,0.3021109700202942,9.999999747378752e-06,1.4664808511734009,0.0,0.4151921272277832,0.2742415964603424,1.648105502128601,0.0
48,0.44805335998535156,0.31292587518692017,9.999999747378752e-06,1.3684536218643188,0.0,0.4144304394721985,0.2732248306274414,1.652848720550537,0.0
49,0.4528658390045166,0.31904834508895874,9.999999747378752e-06,1.3346452713012695,0.0,0.40729179978370667,0.2664194703102112,1.6903427839279175,0.0
50,0.4599856734275818,0.32453644275665283,9.999999747378752e-06,1.2749290466308594,0.0,0.40814220905303955,0.2673649787902832,1.6855640411376953,0.0
51,0.448555052280426,0.31475991010665894,9.999999747378752e-06,1.3682775497436523,0.0,0.409969687461853,0.2690272927284241,1.6757876873016357,0.0
52,0.4685361385345459,0.3326045274734497,9.999999747378752e-06,1.266918659210205,0.0,0.4101914167404175,0.2692371606826782,1.6811606884002686,0.0
53,0.4601338505744934,0.32488617300987244,9.999999974752427e-07,1.3044081926345825,0.0,0.4110751748085022,0.26981663703918457,1.6783839464187622,0.0
54,0.4624651074409485,0.3278985917568207,9.999999974752427e-07,1.2716879844665527,0.0,0.41211366653442383,0.27069979906082153,1.6714465618133545,0.0
55,0.45922890305519104,0.3234880566596985,9.999999974752427e-07,1.3098344802856445,0.0,0.41438722610473633,0.27264952659606934,1.6596394777297974,0.0
56,0.4710449278354645,0.335030734539032,9.999999974752427e-07,1.2534093856811523,0.0,0.4150075316429138,0.27322593331336975,1.6549456119537354,0.0
57,0.45857420563697815,0.32452845573425293,9.999999974752427e-07,1.3062207698822021,0.0,0.4163578152656555,0.2743692398071289,1.6508162021636963,0.0
58,0.4589909017086029,0.3224005401134491,1.0000000116860974e-07,1.3279436826705933,0.0,0.4163813292980194,0.2742950916290283,1.6495757102966309,0.0
59,0.46410852670669556,0.33121249079704285,1.0000000116860974e-07,1.2617113590240479,0.0,0.41675716638565063,0.27457016706466675,1.6474618911743164,0.0
60,0.4595176577568054,0.3249731957912445,1.0000000116860974e-07,1.302956461906433,0.0,0.41676923632621765,0.2745497226715088,1.647660493850708,0.0
61,0.46876153349876404,0.33213454484939575,1.0000000116860974e-07,1.2686681747436523,0.0,0.41725674271583557,0.2750006914138794,1.6455233097076416,0.0
62,0.46934980154037476,0.33292338252067566,1.0000000116860974e-07,1.2626210451126099,0.0,0.4185584783554077,0.2762328088283539,1.6390973329544067,0.0
63,0.4567841589450836,0.3226991295814514,1.0000000116860974e-07,1.3107187747955322,0.0,0.4194486141204834,0.27699774503707886,1.6350769996643066,0.0
64,0.45518404245376587,0.32035231590270996,1.0000000116860974e-07,1.3205082416534424,0.0,0.41942498087882996,0.2769574224948883,1.6350183486938477,0.0
65,0.4543277621269226,0.3196966052055359,1.0000000116860974e-07,1.3238807916641235,0.0,0.4205402731895447,0.2779853641986847,1.6279724836349487,0.0
66,0.4601064622402191,0.3255627453327179,1.0000000116860974e-07,1.3054778575897217,0.0,0.42119383811950684,0.278609961271286,1.6258814334869385,0.0
67,0.4628067910671234,0.32845622301101685,1.0000000116860974e-07,1.2709786891937256,0.0,0.42105525732040405,0.2784681022167206,1.6264748573303223,0.0
68,0.46028852462768555,0.3231264650821686,1.0000000116860974e-07,1.316736102104187,0.0,0.4218873679637909,0.27924466133117676,1.6242144107818604,0.0
69,0.4535370469093323,0.32157474756240845,1.0000000116860974e-07,1.3313096761703491,0.0,0.42119067907333374,0.2785097062587738,1.6272838115692139,0.0
70,0.45307961106300354,0.31700557470321655,1.0000000116860974e-07,1.370786428451538,0.0,0.42021042108535767,0.27753955125808716,1.632827877998352,0.0
71,0.46093782782554626,0.32340458035469055,1.0000000116860974e-07,1.315351128578186,0.0,0.42059850692749023,0.2779220938682556,1.6301689147949219,0.0
72,0.46304601430892944,0.3270435631275177,1.0000000116860974e-07,1.3095325231552124,0.0,0.4204832911491394,0.27786189317703247,1.6290066242218018,0.0
73,0.47098955512046814,0.3357340097427368,1.0000000116860974e-07,1.235414743423462,0.0,0.4203266203403473,0.27773576974868774,1.6281607151031494,0.0
74,0.4516890048980713,0.3174610733985901,9.99999993922529e-09,1.3493808507919312,0.0,0.4205188751220703,0.2778724133968353,1.6277848482131958,0.0
75,0.47232183814048767,0.33813127875328064,9.99999993922529e-09,1.2158687114715576,0.0,0.4209058880805969,0.2782766819000244,1.6249706745147705,0.0
76,0.4585621953010559,0.32083266973495483,9.99999993922529e-09,1.329608678817749,0.0,0.4200124740600586,0.27736610174179077,1.6302891969680786,0.0
77,0.47276920080184937,0.3364883065223694,9.99999993922529e-09,1.2406402826309204,0.0,0.42019784450531006,0.27757543325424194,1.6290709972381592,0.0
78,0.4726756513118744,0.33663392066955566,9.99999993922529e-09,1.2392147779464722,0.0,0.419107049703598,0.2765285074710846,1.6341660022735596,0.0
79,0.45894354581832886,0.3234885334968567,9.999999717180685e-10,1.3152620792388916,0.0,0.4194672703742981,0.2768319249153137,1.6341273784637451,0.0
80,0.47174233198165894,0.3364882469177246,9.999999717180685e-10,1.2251527309417725,0.0,0.41885268688201904,0.2762661278247833,1.6370363235473633,0.0
81,0.4522486627101898,0.3159160315990448,9.999999717180685e-10,1.3667094707489014,0.0,0.4205382466316223,0.27784281969070435,1.6284831762313843,0.0
82,0.4605405330657959,0.32710355520248413,9.999999717180685e-10,1.287678837776184,0.0,0.4201282858848572,0.27742642164230347,1.6302536725997925,0.0
83,0.468733012676239,0.33446112275123596,9.999999717180685e-10,1.2375564575195312,0.0,0.41997402906417847,0.2772718071937561,1.6317756175994873,0.0
